Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
SSX2	"synovial sarcoma, X breakpoint 2"	6757	X:52725946-52736211	1		11.22	yes		synovial sarcoma			M	Dom	"oncogene, fusion"	T	SS18			"CCDS14345.1,CT5.2a,ENSG00000241476.3,HD21,HOM-MEL-40,MGC119055,MGC15364,MGC3884,NM_003147.5,NP_001265626.1,NP_003138.3,Q16385,SSX"
SSX4	"synovial sarcoma, X breakpoint 4"	6759	X:48242863-48252785	1		11.23	yes		synovial sarcoma			M	Dom	"oncogene, fusion"	T	SS18			"CCDS35240.1,CT5.4,ENSG00000204645.4,NM_005636.3,NP_005627.1,O60224"
STAG1	stromal antigen 1	10274	3:136055077-136471210	2		22.3	yes		"colorectal cancer, AML"			"E, L"		TSG	"Mis, N"				"CCDS3090.1,ENSG00000118007.8,NM_005862.2,NP_005853.2,Q8WVM7,SA-1,SA1,SCC3A"
STAG2	stromal antigen 2	10735	X:123094369-123235348	1	Yes	25	yes		"bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms"			"E, L, M, O"	Rec	TSG	"Mis, N, F, S"				"CCDS43990.1,ENSG00000101972.14,NM_001042749.1,NP_001036214.1,Q8N3U4,SA-2,SA2,SCC3B"
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	6774	17:40465342-40540586	1		21.2	yes	yes	T-cell large granular lymphocytic leukaemia	paediatric large granular lymphocytic leukaemia		L	Dom	oncogene	"Mis,O"		yes	IPEX-like syndrome	"APRF,CCDS32656.1,ENSG00000168610.10,NM_139276.2,NP_003141.2,NP_644805.1,P40763"
STAT5B	signal transducer and activator of transcription 5B	6777	17:40351186-40428424	1		21.2	yes		"large granular lymphocytic leukaemia, skin basal cell, APL"			"L, E"	Dom	"oncogene, TSG, fusion"	"Mis, O, T"	RARA	yes	IPEX-like syndrome	"CCDS11423.1,ENSG00000173757.5,NM_012448.3,NP_036580.2,P51692"
STAT6	"signal transducer and activator of transcription 6, interleukin-4 induced"	6778	12:57489191-57505216	1		13.3	yes		"solitary fibrous tumour, meningeal haemangiopericytoma"			"M, O"	Dom	"oncogene, fusion"	T	NAB2			"CCDS8931.1,D12S1644,ENSG00000166888.6,IL-4-STAT,NM_003153.4,NP_003144.3,NP_001171549.1,P42226"
STIL	SCL/TAL1 interrupting locus	6491	1:47715814-47779812	1		33	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TAL1			"CCDS41329.1,ENSG00000123473.11,MCPH7,Q15468,SIL"
STK11	serine/threonine kinase 11 gene (LKB1)	6794	19:1205740-1228428	1		13.3	yes	yes	"NSCLC, pancreatic"	"jejunal hamartoma, ovarian, testicular, pancreatic"	Peutz-Jeghers syndrome	"E, M, O"	Rec	TSG	"D, Mis, N, F, S"				"CCDS45896.1,ENSG00000118046.10,LKB1,NM_000455.4,NP_000446.1,PJS,Q15831"
STRN	"striatin, calmodulin binding protein"	6801	2:37070783-37193615	1		22.2	yes		"anaplastic thyroid, papillary thyroid, lung"			E	Dom	fusion	T	ALK			"CCDS1784.1,ENSG00000115808.7,NM_003162.3,NP_003153.2,O43815,PPP2R6A,STRN1"
SUB1	SUB1 Regulator Of Transcription	10923	5:32585605-32604185	2		13.3	yes		lung cancer			E			A				"CCDS3897.1,ENSG00000113387.7,NM_006713.3,NP_006704.3,P53999,PC4,p14,p15"
SUFU	suppressor of fused homolog (Drosophila)	51684	10:104263744-104393292	1		24.32	yes	yes	medulloblastoma	medulloblastoma	medulloblastoma predisposition	O	Rec	TSG	"D, F, S"				"CCDS7537.1,ENSG00000107882.7,NM_016169.3,NP_057253.2,PRO1280,Q9UMX1,SUFUH,SUFUXL"
SUZ12	suppressor of zeste 12 homolog (Drosophila)	23512	17:30264037-30328064	1	Yes	11.2	yes		endometrial stromal tumour			M	Dom	"oncogene, TSG, fusion"	T	JAZF1			"CCDS11270.1,CHET9,ENSG00000178691.6,JJAZ1,KIAA0160,NM_015355.2,NP_056170.2,Q15022"
SYK	spleen tyrosine kinase	6850	9:93564069-93660831	1		22.2	yes		"MDS, peripheral T-cell lymphoma"			L	Dom	"oncogene, fusion"	T	"ETV6, ITK"			"CCDS6688.1,ENSG00000165025.10,NM_003177.5,NP_003168.2,P43405"
TAF15	"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa"	8148	17:34136459-34174246	1		12	yes		"extraskeletal myxoid chondrosarcoma, ALL"			"L, M"	Dom	"oncogene, fusion"	T	"NR4A3, CHN1, ZNF384"			"CCDS32623.1,ENSG00000172660.7,NM_139215.2,NP_003478.1,NP_631961.1,Npl3,Q92804,RBP56,TAF2N,hTAFII68"
TAL1	T-cell acute lymphocytic leukemia 1 (SCL)	6886	1:47681964-47695443	1		33	yes		lymphoblastic leukaemia/biphasic			L	Dom	"oncogene, fusion"	T	"TRD, STIL"			"CCDS547.1,ENSG00000162367.7,NM_003189.2,NP_003180.1,P17542,SCL,TCL5,bHLHa17"
TAL2	T-cell acute lymphocytic leukemia 2	6887	9:108424738-108425367	1		31.2	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRB			"CCDS6767.1,ENSG00000186051.4,NM_005421.2,NP_005412.1,Q16559,bHLHa19"
TBL1XR1	transducin (beta)-like 1 X-linked receptor 1	79718	3:176737143-176914266	1	Yes	26.32	yes		"splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma"			"L, E, M"	Rec	"oncogene, TSG, fusion"	"F, Mis"				"C21,CCDS46961.1,DC42,ENSG00000177565.11,FLJ12894,IRA1,Q9BZK7,TBLR1"
TBX3	T-box 3	6926	12:115108060-115121395	1		24.21	yes		"breast, large intestine, skin"			E	Dom	"oncogene, TSG"	"Mis, N, F, O"		yes	ulnar-mammary syndrome	"CCDS9176.1,ENSG00000135111.10,NM_016569.3,NP_057653.3,O15119,TBX3-ISO,UMS,XHL"
TCEA1	"transcription elongation factor A (SII), 1"	6917	8:54879116-54935089	1		11.23	yes		salivary adenoma			E	Dom	fusion	T	PLAG1			"CCDS47858.1,ENSG00000187735.8,GTF2S,NM_006756.2,NP_006747.1,P23193,SII,TCEA,TF2S,TFIIS"
TCF12	"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)"	6938	15:57210821-57580712	1		21.3	yes		extraskeletal myxoid chondrosarcoma			M	Dom	fusion	T	NR4A3			"CCDS10160.1,ENSG00000140262.13,HEB,HTF4,HsT17266,NM_207037.1,NP_996920.1,NP_996919.1,Q99081,bHLHb20,p64"
TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	6929	19:1609293-1652604	1		13.3	yes		pre B-ALL			L	Dom	"oncogene, TSG, fusion"	T	"PBX1, HLF, TFPT"			"CCDS12074.1,E2A,E47,ENSG00000071564.10,ITF1,MGC129647,MGC129648,NM_003200.3,NP_003191.1,P15923,VDIR,bHLHb21,p75"
TCF7L2	transcription factor 7-like 2	6934	10:114710009-114927437	1	Yes	25.3	yes		colorectal			E	Dom	"oncogene, fusion"	T	VTI1A			"CCDS53577.1,ENSG00000148737.11,NM_001198531.1,NP_001185460.1,NP_001185455.1,NP_001139746.1,Q9NQB0,TCF-4,TCF4"
TCL1A	T-cell leukemia/lymphoma 1A	8115	14:96176305-96180533	1	Yes	32.13	yes		T-CLL			L	Dom	"oncogene, fusion"	T	TRA			"CCDS9941.1,ENSG00000100721.6,NM_021966.2,NP_068801.1,P56279,TCL1"
TEC	tec protein tyrosine kinase	7006	4:48137800-48271881	2		12	yes		myxoid chondrosarcoma			M		"oncogene, fusion"	T				"CCDS3481.1,ENSG00000135605.8,NM_003215.2,NP_003206.2,P42680,PSCTK4"
TENT5C	Terminal nucleotidyltransferase 5C	54855	1:118148556-118170994	1		12	yes		MM			L	Rec	TSG	"Mis, F, O"				"CCDS896.1,ENSG00000183508.4,FAM46C,FLJ20202,NM_017709.3,NP_060179.2,Q5VWP2"
TERT	telomerase reverse transcriptase	7015	5:1253282-1295162	1	Yes	15.33	yes	yes	"melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types"	melanoma		"E, O"	Dom	"oncogene, TSG"	Promoter Mis		yes	"Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1"	"CCDS3861.2,ENSG00000164362.14,EST2,NM_198253.2,NP_001180305.1,NP_937983.2,O14746,TCS1,TP2,TRT,hEST2"
TET1	tet methylcytosine dioxygenase 1	80312	10:70320413-70454239	1	Yes	21.3	yes		AML			L	Dom	"oncogene, TSG, fusion"	T	KMT2A			"CCDS7281.1,CXXC6,ENSG00000138336.8,KIAA1676,LCX,NM_030625.2,NP_085128.2,Q8NFU7,bA119F7.1"
TET2	tet oncogene family member 2	54790	4:106067450-106200973	1	Yes	24	yes		MDS			L	Rec	TSG	"Mis, N, F"				"CCDS47120.1,ENSG00000168769.8,FLJ20032,KIAA1546,Q6N021"
TFE3	transcription factor binding to IGHM enhancer 3	7030	X:48886242-48901012	1	Yes	11.23	yes		"papillary renal, alveolar soft part sarcoma, renal"			E	Dom	"oncogene, fusion"	T	"SFPQ, ASPSCR1, PRCC, NONO, CLTC"			"CCDS14315.3,ENSG00000068323.12,NM_006521.4,NP_006512.2,P19532,TFEA,bHLHe33"
TFEB	transcription factor EB	7942	6:41651716-41702798	1		21.1	yes		renal cell carcinoma (childhood epithelioid)			"E,M"	Dom	"oncogene, fusion"	T	ALPHA			"CCDS4858.1,ENSG00000112561.13,NM_007162.2,NP_009093.1,P19484,TCFEB,bHLHe35"
TFG	TRK-fused gene	10342	3:100428269-100467810	1		12.2	yes		"papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma"			"E, L, M"	Dom	fusion	T	"NTRK1, ALK, NR4A3"			"CCDS2939.1,ENSG00000114354.8,FLJ36137,NM_006070.5,NP_001182408.1,NP_001182407.1,NP_006061.2,Q92734,SPG57,TF6"
TFPT	TCF3 (E2A) fusion partner (in childhood leukaemia)	29844	19:54610320-54619055	2		13.42	yes		pre-B ALL			L	Dom	fusion	T	TCF3			"CCDS12878.1,ENSG00000105619.9,FB1,INO80F,NM_013342.3,NP_037474.1,P0C1Z6,amida"
TFRC	"transferrin receptor (p90, CD71)"	7037	3:195776155-195809060	2		29	yes		NHL			L	Dom	fusion	T	BCL6			"CCDS3312.1,CD71,ENSG00000072274.8,NM_001128148.1,NP_001121620.1,P02786,TFR1,p90"
TGFBR2	transforming growth factor beta receptor II	7048	3:30648093-30735634	1	Yes	24.1	yes	yes	"head and neck, colorectal"	colorectal	Hereditary Nonpolyposis Colorectal Cancer type 6	E	Rec	TSG	"Mis, F, N"		yes	Loeys-Dietz syndrome 2	"CCDS33727.1,ENSG00000163513.13,MFS2,NM_001024847.2,NP_001020018.1,P37173,TBR-ii,TBRII"
THRAP3	thyroid hormone receptor associated protein 3 (TRAP150)	9967	1:36690017-36770958	2		34.3	yes		aneurysmal bone cyst			M	Dom	fusion	T	USP6			"BCLAF2,CCDS405.1,ENSG00000054118.9,NM_005119.3,NP_005110.2,Q9Y2W1,TRAP150"
TLX1	"T-cell leukemia, homeobox 1 (HOX11)"	3195	10:102889257-102897545	1		24.31	yes		T-ALL			L	Dom	"oncogene, fusion"	T	"TRB, TRD"			"CCDS7510.1,ENSG00000107807.8,HOX11,P31314,TCL3"
TLX3	"T-cell leukemia, homeobox 3 (HOX11L2)"	30012	5:170736288-170739138	1		35.1	yes		T-ALL			L	Dom	"oncogene, fusion"	T	BCL11B			"CCDS34288.1,ENSG00000164438.5,HOX11L2,NM_021025.2,NP_066305.2,O43711,RNX"
TMEM127	transmembrane protein 127	55654	2:96914254-96931732	1		11.2		yes		"pheochromocytoma, renal cell carcinoma"		"O, E"	Rec	TSG	"F, N"				"CCDS2018.1,ENSG00000135956.4,FLJ20507,FLJ22257,NM_017849.3,NP_001180233.1,NP_060319.1,O75204"
TMPRSS2	"transmembrane protease, serine 2"	7113	21:42836480-42879992	1	Yes	22.3	yes		prostate			E	Dom	fusion	T	"ERG, ETV1, ETV4, ETV5"			"CCDS54486.1,ENSG00000184012.7,NM_001135099.1,NP_001128571.1,O15393,PRSS10"
TMSB4X	Thymosin Beta 4 X-Linked	7114	X:12993229-12995345	2		22.2	yes		DLBCL			L		oncogene	"Mis, S, N, F"				"CCDS35202.1,ENSG00000205542.6,P62328,TB4X,TMSB4"
TNC	tenascin C	3371	9:117782813-117880536	2		33.1	yes		"SCC, melanoma"			E		oncogene	Mis				"CCDS6811.1,DFNA56,ENSG00000041982.10,HXB,MGC167029,NM_002160.3,NP_002151.2,P24821,TN"
TNFAIP3	"tumor necrosis factor, alpha-induced protein 3"	7128	6:138188581-138204449	1	Yes	23.3	yes		"marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL"			L	Rec	TSG	"D, N, F"				"A20,CCDS5187.1,ENSG00000118503.10,NM_006290.3,NP_006281.1,NP_001257437.1,NP_001257436.1,OTUD7C,P21580"
TNFRSF14	"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)"	8764	1:2487805-2495268	1		36.32	yes		follicular lymphoma			L	Rec	TSG	"Mis, N, F"				"ATAR,CCDS44046.1,CD270,ENSG00000157873.13,HVEA,HVEM,LIGHTR,NM_003820.2,NP_003811.2,Q92956,TR2"
TNFRSF17	"tumor necrosis factor receptor superfamily, member 17"	608	16:12058964-12061925	1		13.13	yes		intestinal T-cell lymphoma			L	Dom	"oncogene, fusion"	T	IL2			"BCM,BCMA,CCDS10552.1,CD269,ENSG00000048462.6,NM_001192.2,NP_001183.2,Q02223,TNFRSF13A"
TOP1	topoisomerase (DNA) I	7150	20:39657458-39753127	1		12	yes		AML*			L	Dom	fusion	T	NUP98			"CCDS13312.1,ENSG00000198900.5,NM_003286.2,NP_003277.1,P11387"
TP53	tumor protein p53	7157	17:7571720-7590856	1	Yes	13.1	yes	yes	"breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types"	"breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types"	Li-Fraumeni syndrome	"L, E, M, O"	Rec	"oncogene, TSG, fusion"	"Mis, N, F, T"	NTRK1			"CCDS11118.1,ENSG00000141510.11,LFS1,NM_001276761.1,NP_001119590.1,NP_000537.3,NP_001263689.1,NP_001263626.1,NP_001119587.1,NP_001263690.1,NP_001119584.1,P04637,p53"
TP63	tumor protein p63	8626	3:189349216-189615068	1	Yes	28	yes	yes	"HNSCC, DLBCL"	NSCLC		E		"oncogene, TSG"	"Mis, N, T"	TBL1XR1	yes	"associated with Hay-Wells syndrome, ADULT syndrome, ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome (EEC), acro-dermato-ungual-lacrimal-tooth syndrome, limb mammary syndrome, Rapp-Hodgkin syndrome, split hand-split foot malformation"	"CCDS3293.1,EEC3,ENSG00000073282.8,KET,NBP,NM_003722.4,NP_001108450.1,NP_003713.3,OFC8,Q9H3D4,SHFM4,TP53CP,TP53L,TP73L,p51,p53CP,p63,p73H,p73L"
TPM3	tropomyosin 3	7170	1:154139941-154164687	1		21.3	yes		"papillary thyroid, ALCL, NSCLC, Spitzoid tumour"			"E, L"	Dom	"TSG, fusion"	T	"NTRK1, ALK, ROS1"			"CCDS41403.1,ENSG00000143549.15,NEM1,NM_152263.3,NP_689476.2,P06753,TRK"
TPM4	tropomyosin 4	7171	19:16178348-16213813	1		13.12	yes		ALCL			L	Dom	fusion	T	ALK			"CCDS46007.1,ENSG00000167460.10,P67936"
TPR	translocated promoter region	7175	1:186280784-186344457	1		31.1	yes		"papillary thyroid, NSCLC"			E	Dom	fusion	T	"NTRK1, ALK"			"CCDS41446.1,ENSG00000047410.9,NM_003292.2,NP_003283.2,P12270"
TRA	T cell receptor alpha locus	6955	14:-	1		11.2	yes		T-ALL			L	Dom	fusion	T	"ATL,OLIG2, MYC, TCL1A, TCL6, MTCP1, TCL6"			
TRAF7	tumour necrosis factor receptor-associated factor 7	84231	16:2205766-2228130	1	Yes	13.3	yes		meningioma			O	Dom	TSG	Mis				"CCDS10461.1,DKFZp586I021,ENSG00000131653.8,MGC7807,NM_032271.2,NP_115647.2,Q6Q0C0,RFWD1,RNF119"
TRB	T cell receptor beta locus	6957	7:-	1		34	yes		T-ALL			L	Dom	fusion	T	"HOX11, LCK, NOTCH1, TAL2, LYL1"			
TRD	T cell receptor delta locus	6964	14:-	1		11.2	yes		T-cell leukaemia			L	Dom	fusion	T	"TAL1, HOX11, TLX1, LMO1, LMO2, RANBP17"			
TRIM24	tripartite motif containing 24	8805	7:138145079-138274738	1		34	yes		APL			L	Dom	"oncogene, TSG, fusion"	T	RARA			"CCDS5847.1,ENSG00000122779.12,O15164,RNF82,TIF1,TIF1A,Tif1a,hTIF1"
TRIM27	tripartite motif-containing 27	5987	6:28870779-28891766	1		22.1	yes		papillary thyroid			E	Dom	"oncogene, fusion"	T	RET			"CCDS4654.1,ENSG00000204713.6,NM_006510.4,NP_006501.1,P14373,RFP,RNF76"
TRIM33	"tripartite motif-containing 33 (PTC7,TIF1G)"	51592	1:114935399-115053781	1		13.2	yes		papillary thyroid			E	Dom	"TSG, fusion"	T	RET			"CCDS872.1,ENSG00000197323.6,FLJ11429,KIAA1113,NM_015906.3,NP_056990.3,PTC7,Q9UPN9,RFG7,TF1G,TIF1G,TIF1GAMMA,TIFGAMMA"
TRIP11	thyroid hormone receptor interactor 11	9321	14:92432335-92506403	1		32.12	yes		AML			L	Dom	fusion	T	PDGFRB			"CCDS9899.1,CEV14,ENSG00000100815.8,GMAP-210,GMAP210,NM_004239.3,NP_004230.2,Q15643,Trip230"
TRRAP	transformation/transcription domain-associated protein	8295	7:98476113-98610866	1		22.1	yes		melanoma			E	Dom	oncogene	Mis				"CCDS59066.1,ENSG00000196367.8,NM_001244580.1,NP_001231509.1,PAF400,Q9Y4A5,TR-AP,Tra1"
TSC1	tuberous sclerosis 1 gene	7248	9:135766735-135820008	1		34.13	yes	yes	"renal cell carcinoma, bladder carcinoma"	"hamartoma, renal cell carcinoma, tuberous sclerosis tuber"	Tuberous sclerosis 1	"E, O"	Rec	TSG	"D, Mis, N, F, S"				"CCDS6956.1,ENSG00000165699.9,KIAA0243,LAM,NM_001162427.1,NP_001155899.1,NP_001155898.1,NP_000359.1,Q92574,TSC,hamartin"
TSC2	tuberous sclerosis 2 gene	7249	16:2097466-2138713	1		13.3	yes	yes	"pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC"	"hamartoma, renal cell carcinoma, tuberous sclerosis tuber"	Tuberous sclerosis 2	"E, O"	Rec	TSG	"D, Mis, N, F, S"				"CCDS10458.1,ENSG00000103197.12,LAM,NM_000548.3,NP_000539.2,P49815,PPP1R160,TSC4,tuberin"
TSHR	thyroid stimulating hormone receptor	7253	14:81421387-81612646	1		31.1	yes	yes	toxic thyroid adenoma	thyroid adenoma		E	Dom	oncogene	Mis		yes	"Hereditary nonautoimmune hyperthyroidism; subclinical hypothyroidism"	"CCDS9872.1,ENSG00000165409.11,LGR3"
U2AF1	U2 small nuclear RNA auxiliary factor 1	7307	21:44513066-44527697	1		22.3	yes		"CLL, MDS"			L	Dom	oncogene	Mis				"CCDS13694.1,ENSG00000160201.7,NM_006758.2,NP_006749.1,Q01081,RN,RNU2AF1,U2AF35,U2AFBP"
UBR5	ubiquitin protein ligase E3 component n-recognin 5	51366	8:103265240-103425069	1	Yes	22.3	yes		"mantle cell lymphoma, gastric, colorectal"			"L, E"	Rec	oncogene	"F, N, Mis, S"				"CCDS34933.1,DD5,EDD,EDD1,ENSG00000104517.8,HYD,KIAA0896,NM_015902.5,NP_056986.2,O95071"
USP44	ubiquitin specific peptidase 44	84101	12:95910336-95945266	2		22	yes		"lung cancer, colon cancer"			E		TSG	D				"CCDS9053.1,ENSG00000136014.7,FLJ14528,NM_032147.3,NP_115523.2,Q9H0E7"
USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)	9098	17:5019733-5078286	1		13.2	yes		aneurysmal bone cyst			M	Dom	"oncogene, fusion"	T	"COL1A1, CDH11, CNBP, OMD, THRAP3"			"CCDS11069.2,ENSG00000129204.12,HRP1,P35125,TRE17,TRESMCR,Tre-2,Tre2"
USP8	ubiquitin specific peptidase 8	9101	15:50716579-50793276	1	Yes	21.2	yes		corticotroph adenoma			E	Dom	oncogene	"Mis, N"				"CCDS10137.1,ENSG00000138592.9,HumORF8,KIAA0055,NM_001128611.1,NP_001122083,P40818,SPG59,UBPY"
USP9X	Ubiquitin Specific Peptidase 9 X-Linked	8239	X:40944888-41095832	2		11.4	yes	yes	colon carcinoma	colon carcinoma		E		fusion	T	ERAS			"CCDS43930.1,DFFRX,ENSG00000124486.8,FAF,MRX99,NM_001039591.2,NP_001034680.2,NP_001034679.2,Q93008"
VAV1	vav guanine nucleotide exchange factor 1	7409	19:6772737-6857118	2		13.3	yes		T-cell lymphoma			L		fusion	"T, O"	"THAP4, MYO1F, S100A7"			"CCDS12174.1,ENSG00000141968.3,NM_005428.3,NP_005419.2,P15498,VAV"
VHL	von Hippel-Lindau syndrome gene	7428	3:10182692-10193904	1	Yes	25.3	yes	yes	"renal, haemangioma, pheochromocytoma"	"renal, haemangioma, pheochromocytoma"	Von Hippel-Lindau syndrome	"E, M, O"	Rec	TSG	"D, Mis, N, F, S"				"CCDS2597.1,ENSG00000134086.7,NM_000551.3,NP_000542.1,P40337,VHL1"
VTI1A	vesicle transport through interaction with t-SNAREs homolog 1A	143187	10:114207016-114578503	2		25.2	yes		colorectal			E	Dom	fusion	T	TCF7L2			"CCDS7575.2,ENSG00000151532.9,MVti1,NM_145206.2,NP_660207.2,Q96AJ9,Vti1-rp2,Vti1a"
WAS	Wiskott-Aldrich syndrome	7454	X:48542168-48549818	1	Yes	11.23		yes		lymphoma	Wiskott-Aldrich syndrome	L	Rec/X	oncogene	"Mis, N, F, S"				"CCDS14303.1,ENSG00000015285.6,IMD2,NM_000377.2,NP_000368.1,P42768,THC,WASP,WASPA"
WDCP	chromosome 2 open reading frame 44	80304	2:24252210-24270223	1		23.3	yes		colorectal			E	Dom	fusion	T	ALK			"C2orf44,CCDS1705.1,ENSG00000163026.7,FLJ21945,MMAP,NM_025203.2,NP_079479.1,Q9H6R7"
WIF1	WNT inhibitory factor 1	11197	12:65444406-65515346	1	Yes	14.3	yes		pleomorphic salivary gland adenoma			E	Dom	"TSG, fusion"	T	HMGA2			"CCDS8971.1,ENSG00000156076.5,NM_007191.4,NP_009122.2,Q9Y5W5"
WNK2	WNK lysine deficient protein kinase 2	65268	9:95947212-96080553	2		22.31	yes		gastric cancer			E		TSG	Mis				"ENSG00000165238.12,KIAA1760,NM_001282394.1,NP_001269323.1,NY-CO-43,PRKWNK2,Q9Y3S1,SDCCAG43"
WRN	Werner syndrome (RECQL2)	7486	8:30891317-31031285	1		12		yes		"osteosarcoma, meningioma, other tumour types"	Werner syndrome	"L, E, M, O"	Rec	TSG	"Mis, N, F, S"				"CCDS6082.1,ENSG00000165392.5,NM_000553.4,NP_000544.2,Q14191,RECQ3,RECQL2"
WT1	Wilms tumour 1 gene	7490	11:32409321-32457176	1		13	yes	yes	"Wilms tumour, desmoplastic small round cell tumour"	Wilms tumour	"Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour"	O	Rec	"oncogene, TSG, fusion"	"D, Mis, N, F, S, T"	EWSR1			"AWT1,CCDS7878.2,ENSG00000184937.8,GUD,NM_024426.4,NPHS4,NP_077744,NP_077744.3,NP_077742.2,WAGR,WIT-2"
WWTR1	WW domain containing transcription regulator 1	25937	3:149235022-149421060	1		25.1	yes		epithelioid haemangioendothelioma			M	Dom	"oncogene, fusion"	T	CAMTA1			"CCDS3144.1,DKFZp586I1419,ENSG00000018408.10,NM_001168278.1,NP_001161750.1,Q9GZV5,TAZ"
XPA	"xeroderma pigmentosum, complementation group A"	7507	9:100437191-100459639	1		22.33		yes		"skin basal cell, skin squamous cell, melanoma"	xeroderma pigmentosum (A)	E	Rec	TSG	"Mis, N, F, S"				"CCDS6729.1,ENSG00000136936.6,NM_000380.3,NP_000371.1,P23025,XP1,XPAC"
XPC	"xeroderma pigmentosum, complementation group C"	7508	3:14186647-14220283	1		25.1		yes		"skin basal cell, skin squamous cell, melanoma"	xeroderma pigmentosum (C)	E	Rec	TSG	"Mis, N, F, S"				"CCDS46763.1,ENSG00000154767.10,NM_004628.4,NP_001139241.1,NP_004619.3,Q01831,RAD4,XPCC"
XPO1	"exportin 1 (CRM1 homolog, yeast)"	7514	2:61704984-61765418	1	Yes	15	yes		CLL			L	Dom	oncogene	Mis				"CCDS33205.1,CRM1,ENSG00000082898.12,NM_003400.3,NP_003391.1,O14980,emb"
YWHAE	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)"	7531	17:1247566-1303672	1		13.3	yes		endometrial stromal sarcoma			M	Dom	"TSG, fusion"	T	"NUTM2A, NUTM2B"	yes	Miller-Dieker lissencephaly syndrome	"CCDS11001.1,ENSG00000108953.12,FLJ45465,NM_006761.4,NP_006752.1,P62258"
ZBTB16	zinc finger and BTB domain containing 16	7704	11:113930315-114121398	1	Yes	23.2	yes		APL			L	Dom	"TSG, fusion"	T	RARA			"CCDS8367.1,ENSG00000109906.9,NM_006006.4,NP_005997.2,PLZF,Q05516,ZNF145"
ZCCHC8	"zinc finger, CCHC domain containing 8"	55596	12:122957437-122985518	2		24.31	yes		Spitzoid tumour			E	Dom	fusion	T	ROS1			"DKFZp434E2220,ENSG00000033030.9,NM_017612.3,NP_060082.2,Q6NZY4"
ZEB1	zinc finger E-box binding homeobox 1	6935	10:31608101-31818741	2		11.22	yes		"CCRCC, melanoma"			E		oncogene	Mis				"AREB6,BZP,CCDS53505.1,ENSG00000148516.17,FECD6,NIL-2-A,NM_030751.5,NP_001167564.1,NP_110378.3,NP_001167566.1,NP_001167567.1,P37275,PPCD3,TCF8,ZEB,Zfhep,Zfhx1a"
ZFHX3	zinc finger homeobox 3	463	16:72816784-73082274	1	Yes	22.3	yes		"endometrial, gastric, prostate"			E	Dom	TSG	"Mis, N"				"ATBF1,CCDS10908.1,ENSG00000140836.10,NM_006885.3,NP_008816.3,Q15911,ZNF927"
ZMYM2	zinc finger protein 198	7750	13:20532810-20665968	1		12.11	yes		"MPN, NHL"			L	Dom	fusion	T	FGFR1			"CCDS45016.1,ENSG00000121741.12,FIM,MYM,NM_197968.2,NP_001177894.1,NP_932072.1,NP_003444.1,Q9UBW7,RAMP,ZNF198"
ZMYM3	zinc finger MYM-type containing 3	9203	X:70459474-70474499	2		13.1	yes		"CRC, breast cancer"			E		TSG	F				"CCDS14409.1,DXS6673E,ENSG00000147130.10,KIAA0385,MYM,NM_005096.3,NP_005087.1,Q14202,ZNF198L2,ZNF261"
ZNF331	zinc finger protein 331	55422	19:54024278-54083523	1		13.42	yes		follicular thyroid adenoma			E	Dom	"TSG, fusion"	T	?			"CCDS33102.1,ENSG00000130844.12,NM_018555.5,NP_001240730.1,NP_061025.5,Q9NQX6,RITA,ZNF361,ZNF463"
ZNF384	zinc finger protein 384 (CIZ/NMP4)	171017	12:6775814-6798676	1		13.31	yes		ALL			L	Dom	fusion	T	"EWSR1, TAF15"			"CAGH1A,CCDS44817.1,CIZ,ENSG00000126746.13,NMP4,NM_001135734.2,NP,NP_001129206.1,Q8TF68,TNRC1"
